,SCs,Tc
974,Er1Ba2Cu2.85Zn0.15O7,55
975,Yb0.65Pr0.35Ba1.7Sr0.3Cu3O6.95,55
976,La0.75Nd0.25Ba1Ca1Cu3O7,55
977,Y1Ba2Cu2.9Ni0.1O6.87,55
978,Y1Ba2Cu2.91Zn0.09O6.93,55
979,La0.5Dy0.5Ba1Ca1Cu3O7,55
980,Y1Ba2Cu2.94Zn0.06O6.83,55
981,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.58,55
982,Y0.7Pr0.3Ba2Cu3O6.965,55
983,Er1Ba2Cu3O6.31,55
984,Y1Ba2Cu2.9Zn0.1O6.81,55
985,Y0.9Zn0.1Ba2Cu3O7,54.9
986,Sm1Fe1As1H0.25O0.75,54.85
987,La0.6Pr0.4Ba2Cu3O7,54.8
988,Y1Ba2Cu2.8Zn0.2O6.88,54.7
989,Y1Ba2Cu2.9Ni0.1O6.85,54.5
990,Bi1.7Pb0.3Sr2Ca0.8Y0.2Cu1.94Zn0.06O8,54.4
991,Y1Ba2Cu3.84Co0.16O8,54.3
992,La1Ba1.25Sr0.75Cu3O6.996,54.1
993,Lu0.7Ca0.3Ba2Cu3O6.78,54
994,Lu1Ba1Sr1Cu3O6.94,54
995,Y1Ba2Cu2.841Co0.159O6.8,54
996,Er0.52Ca0.48Ba1.4Sr0.6Cu2.76Co0.24O6.77,54
997,La1Ba1.5Sr0.5Cu3O6.902,54
998,Dy0.7Pr0.3Ba2Cu3O6.9,53.9
999,Y0.8Ca0.2Sr1.6Ba0.4Cu2.7Ga0.3O7,53.9
1000,Eu0.7Pr0.3Ba2Cu3O7,53.8
1001,Gd1Fe1As1O0.7,53.6
1002,Gd1Fe1As1O0.85,53.5
1003,Bi1.7Pb0.3Sr2Ca0.6Y0.4Cu1.94Zn0.06O8,53.5
1004,Gd0.93Ca0.07Ba1Sr1Cu3O6.8804,53.5
1005,Gd0.8Pr0.2Ba2Cu3O6.95,53.1
1006,Y1Ba2Cu2.745Fe0.255O7.08,53
1007,Y1Ba2Cu2.84Fe0.16O6.959,53
1008,Y1Ba2Cu2.8Co0.2O7.04,53
1009,Y0.6Pr0.4Ba1Sr1Cu3O6.89,53
1010,Y1Ba2Cu2.88Zn0.12O6.92,53
1011,Y1Ba2Cu2.8Co0.2O6.83,53
1012,Sm0.65Th0.35Fe1As1O1,53
1013,Nd1Fe1As1F0.175O0.825,53
1014,Y0.7Ca0.3Ba2Cu2.55Co0.45O6.84,53
1015,Nd1Ba2Cu2.95Ga0.05O6.59,53
1016,Hg1Ba2Cu0.97Zn0.03O4.043,53
1017,Y0.85Pr0.15Ba2Cu3O6.65,52.9
1018,Nd1Ba2Cu3O6.75,52.8
1019,Tl1Sr2Ca0.8Y0.2Cu2O7,52.75
1020,Y1Ba2Cu2.95Fe0.05O6.73,52.7
1021,Nd1.25Ba1.75Cu3O6.99,52.7
1022,Y1Ba2Cu3.9Ni0.1O8,52.6
1023,Y0.8Ca0.2Ba2Cu3O6.4,52.6
1024,Y1La0.3Ba1.7Cu4O8,52.6
1025,Gd0.8Mo0.2Ba2Cu3O6.807,52.5
1026,Ca0.85Ce0.15Ba1La1Cu3O7.07,52.4
1027,Y1Ba2Cu2.5Ni0.5O7,52.3
1028,Y0.9Pr0.1Ba2Cu3O6.75,52.2
1029,Eu1Ba2Cu2.9Ga0.1O6.74,52
1030,La0.8Pr0.2Ba1Ca1Cu3O7,52
1031,Tb0.8Th0.2Fe1As1O1,52
1032,Lu0.8Ca0.2Ba2Cu3O6.81,52
1033,Y0.6Pr0.4Ba1.2Sr0.8Cu3O6.89,52
1034,La2.2Ba3.8Cu6O13.86,52
1035,Lu0.65Pr0.35Ba1.7Sr0.3Cu3O6.93,52
1036,Er1Ba2Cu2.88Zn0.12O6.92,52
1037,Pb2Sr2Ho0.5Ca0.5Cu2.94Al0.06O8,51.8
1038,La0.5Pr0.5Ba2Cu3O7,51.7
1039,Y0.8Pr0.2Ba2Cu3O6.65,51.7
1040,Y1Ba2Cu2.9Zn0.1O7,51.5
1041,Sm0.9Th0.1Fe1As1O1,51.4
1042,Y0.76Ca0.24Ba2Cu2.55Co0.45O6.93,51
1043,Y1Ba2Cu2.85Fe0.15O7,51
1044,Y1Ba2Cu2.72Ni0.28O7,51
1045,Y1Ba2Cu2.88Al0.12O7,51
1046,Y1Sr0.8Ba1.2Cu2.5B0.5O7,51
1047,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.28,51
1048,Bi1.8Pb0.2Sr2Ca1Cu1.96Co0.04O8,50.7
1049,Y1Ba2Cu2.76Co0.24O6.999,50.7
1050,Y1Ba2Cu2.9Fe0.1O6.8,50.55
1051,Nd1Fe1As1F0.1O0.9,50.525
1052,Y0.5Pr0.5Ba2Cu4O8,50.5
1053,Yb0.6Pr0.4Ba2Cu3O6.91,50.5
1054,Tm0.6Pr0.4Ba2Cu3O6.95,50.3
1055,Y1Ba2Cu2.9Zn0.1O6.85,50.08
1056,Nd0.8Ba0.2Fe1As1F0.4O0.6,50.03
1057,Sm1Fe1As1H0.22O0.78,50
1058,Nd1.2Ba1.8Cu3O6.954,50
1059,Tm1Ba2Cu3O6.49,50
1060,Y0.8Ca0.2Ba2Cu3O6.1,50
1061,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.04,50
1062,Gd1Ba1.5Sr0.5Cu3O6.73,50
1063,Nd1Fe1As1F0.12O0.88,50
1064,Pr1Fe1As1F0.225O0.775,50
1065,Sr0.8Ba1.2Cu1O3.35,50
1066,Y1Ba2Cu2.97Zn0.03O6.7,50
1067,Hg1.4Tl0.6Ba2Y0.8Ca0.2Cu2O7.83,50
1068,Y1Ba2Cu3.8Co0.2O8,50
1069,Dy1Ba2Cu2.8Ga0.2O6.78,50
1070,Y0.6Ca0.4Sr1.7Ba0.3Cu2Ga1O7,50
1071,Nd0.8Pr0.2Ba2Cu3O6.81,50
1072,Er1Ba2Cu2.82Zn0.18O6.91,50
1073,Y1Ba1.5Sr0.5Cu3O6.75,49.9
1074,Nd1Ba1Sr1Cu3O7.02,49.9
1075,Y1Ba2Cu2.88Zn0.12O7,49.80666667
1076,Y1Ba1Sr1Cu2.8Sn0.2O7.12,49.8
1077,Nd1Fe1As1F0.18O0.82,49.66666667
1078,Y1Ba1Sr1Cu2.8Sn0.2O7.122,49.3
1079,Nd1Fe1As1F0.11O0.89,49.05
1080,Sm1Ba2Cu2.92Zn0.08O6.85,49
1081,Ca1La1Ba1Cu2.97Fe0.03O7,49
1082,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.15,49
1083,Y0.6Pr0.4Ba0.6Sr1.4Cu3O6.89,49
1084,Ca0.875Pr0.125Fe2As2,49
1085,Y1Ba2Cu2.8Fe0.2O6.93,49
1086,Y0.6Pr0.4Ba0.8Sr1.2Cu3O6.89,49
1087,Sm0.89Th0.11Fe1As1O1,48.9
1088,Ba1.6Sr0.4Yb1Cu3O6.69,48.9
1089,Y1Ba1.9La0.1Cu3.972Zn0.028O8,48.7
1090,Bi1.8Pb0.2Sr2Ca1Cu1.94Co0.06O8,48.6
1091,Ca0.6Nd0.4Ba1La1Cu3O7.1,48.6
1092,Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.1,48.3
1093,Nd0.9Pr0.1Ba2Cu3O6.85,48.3
1094,Bi2Sr2Ca0.57Pr0.43Cu2O8,48
1095,Ce1Fe1As1H0.21O0.79,48
1096,Lu0.8Ca0.2Ba2Cu3O6.91,48
1097,Gd1.15Ba1.85Cu3O6.99,48
1098,Ce1Fe1As1H0.22O0.78,48
1099,Er0.64Ca0.36Ba1.4Sr0.6Cu2.76Co0.24O6.8,48
1100,Y1Ba2Cu2.95Zn0.05O6.75,48
1101,Tl1Sr1.6Cr0.4Cu1O5,48
1102,Fe0.5Ba1Sr1Er1Cu2.5O7.439,47.8
1103,Nd1.2Ba1.8Cu3O6.91,47.6
1104,Y1Ba2Cu2.85Zn0.15O6.85,47.6
1105,Nd1Fe1As1F0.06O0.94,47.5
1106,Y0.72Ca0.28Ba2Cu3O6,47.5
1107,Y0.7Pr0.3Ba2Cu3O6.88,47.5
1108,Y1Ba2Cu2.94Ni0.06O6.7,47.4
1109,Y1Ba2Cu3.95Zn0.05O8,47.25
1110,Y1Ba2Cu2.7Zn0.3O6.92,47.2
1111,Sm1.2Ba1.8Cu3O6.965,47
1112,Y1Sr0.6Ba1.4Cu2.5B0.5O7,47
1113,Y1Ba2Cu3.938Zn0.062O8,47
1114,Y0.6Pr0.4Ba1.8Sr0.2Cu3O6.85,47
1115,Sm0.9U0.1Fe1As1O1,47
1116,Pb2Sr2Y0.85Ca0.15Cu3O8,47
1117,Ca1Ba1La1Cu3O7,47
1118,Ce1Fe1As1F0.11O0.89,47
1119,Lu0.6Pr0.4Ba1.7Sr0.3Cu3O6.91,47
1120,Y0.6Ca0.4Ba1.1La0.9Cu3O7.18,47
1121,Ba1.6Sr0.4Yb1Cu3O6.64,47
1122,Y0.6Pr0.4Ba2Cu3O6.88,47
1123,Sm1Fe1As0.95P0.05F0.12O0.88,46.8
1124,Nd1Fe0.98Ru0.02As1F0.11O0.89,46.6
1125,Sm1Fe1As1H0.4O0.6,46.4
1126,Pr1Fe1As1F0.154O0.846,46.4
1127,Er1Ba2Cu2.88Co0.12O6.78,46
1128,Sm0.8U0.2Fe1As1O1,46
1129,Ce1Fe1As1F0.3O0.7,46
1130,Y1Ba2Cu2.7Ni0.3O6.9,46
1131,Nd1Fe1As1F0.16O0.84,46
1132,Nd1Fe1As1F0.3O0.7,46
1133,Y1Ba2Cu2.82Co0.18O7,46
1134,Y0.7Pr0.3Ba2Cu3O6.65,46
1135,Yb0.6Pr0.4Ba1.7Sr0.3Cu3O6.93,46
1136,Eu1Ba1.8Pr0.2Cu3O6.69,46
1137,Nd0.95Pr0.05Ba2Cu3O6.75,45.8
1138,Er0.6Pr0.4Ba2Cu3O7,45.8
1139,Sm1Fe0.99Ni0.01As1F0.12O0.88,45.7
1140,Ce1Fe1As1H0.2O0.8,45.6
1141,Ca0.891La0.109Fe2As2,45.4
1142,Ca0.858Pr0.142Fe2As2,45.3
1143,Y0.8Pr0.2Ba2Cu3O6.85,45.2
1144,Y0.6Pr0.4Ba2Cu3O6.929,45.05
1145,Y1Ba2Cu2.8Zn0.2O6.79,45
1146,Y1Ba2Cu2.7Zn0.3O6.74,45
1147,Sm1Fe1As1H0.43O0.57,45
1148,Y1Ba2Cu2.8Ni0.2O6.82,45
1149,Y1Ba2Cu2.87Al0.13O7,45
1150,Tb0.9Th0.1Fe1As1O1,45
1151,Y1Ba2Cu2.91Zn0.09O6.83,45
1152,La1Ba1Ca1Cu2.9Ni0.1O6.85,45
1153,Lu0.7Ca0.3Ba2Cu3O6.88,45
1154,Sm1Fe1As1F0.18O0.82,45
1155,Pr1Fe1As1F0.11O0.89,45
1156,Y0.6Pr0.4Ba1.4Sr0.6Cu3O6.83,45
1157,Y1Ba2Cu2.865Al0.135O7,45
1158,Hg0.8W0.2Ba2Cu1O4.4,45
1159,Sm1Ba2Cu3O6.73,44.95
1160,Ce1Fe1As1H0.3O0.7,44.9
1161,Sm1Ba2Cu3O6.554,44.7
1162,Y0.74Ca0.26Ba2Cu3O6,44.7
1163,Gd1Ba1.8Pr0.2Cu3O7.01,44.5
1164,Y0.65Pr0.35Ba2Cu3O7.01,44.5
1165,Sm1Fe1As1F0.15O0.85,44.48888889
1166,Tb1Fe1As1O0.85,44.4
1167,Y0.6Pr0.4Ba2Cu3O6.98,44.1
1168,Y0.9Pr0.1Ba2Cu3O6.6,44.1
1169,Y1Ba2Cu2.94Zn0.06O6.77,44
1170,La0.9Pr0.1Ba1.5Sr0.5Cu3O6.904,44
1171,Ce0.62Gd0.38Fe1As1F0.175O0.825,44
1172,Dy1Ba2Cu2.9Zn0.1O6.96,44
1173,Ca0.857La0.143Fe2As2,44
1174,Sr0.9Sm0.1Cu1O2,44
1175,Y1Ba1.8La0.2Cu4O8,44
1176,Y1Ba2Cu2.9Ni0.1O6.77,44
1177,Ca1La1Ba1Cu2.94Fe0.06O7,44
1178,Y1Ba2Cu2.8Fe0.2O6.8,43.9
1179,Tb1Fe1As1O0.82,43.8
1180,Y0.85Ca0.15Sr1Ba1Cu2.5B0.5O7,43.6
1181,Y0.8Ca0.2Ba2Cu3O6.03,43.5
1182,Sr0.9Gd0.1Cu1O2,43.5
1183,Y1Ba2Cu2.9Zn0.1O6.99,43.5
1184,Pr1Fe1As1F0.1O0.9,43.5
1185,Ce1Fe1As1F0.12O0.88,43.5
1186,Y1Ba2Cu2.95Fe0.05O6.69,43.5
1187,Nd1.2Ba1.8Cu3O7.1,43.5
1188,Sm1Fe1As1H0.066O0.934,43.3
1189,Ba1.4Sr0.6Yb1Cu3O6.66,43.1
1190,Y1Ba2Cu2.94Ni0.06O6.64,43.1
1191,Tl1Sr1.8Cr0.2Cu1O5,43
1192,Eu1Ba2Cu2.85Ga0.15O6.76,43
1193,Gd0.9Ca0.1Ba1Sr1Cu3O6.8754,43
1194,Ru0.8Sr2Y1Cu2.2O7.8,43
1195,Nd0.8Th0.2Fe1As1O1,43
1196,Y0.8Zn0.2Ba2Cu3O7,43
1197,Sr0.92Sm0.08Cu1O2,43
1198,Bi1.8Pb0.2Sr2Ca1Cu1.92Co0.08O8,43
1199,Y1Ba2Cu2.961Zn0.039O6.78,42.9
1200,Y1Ba2Cu2.97Zn0.03O6.63,42.5
1201,Bi2Sr2Ca0.6Pr0.4Cu2O8,42.2
1202,Sm0.9Pr0.1Ba2Cu3O6.85,42.2
1203,Eu1.2Ba1.8Cu3O7.18,42
1204,Ga0.8Sr2Y0.6Ca0.4Cu2.2O7,42
1205,Sm0.9Ca0.1Ba2Cu2.8Zn0.2O6.85,42
1206,Sr0.9La0.1Cu0.99Zn0.01O2,42
1207,Sm1Fe1As1F0.09O0.91,42
1208,Y1Ba2Cu2.6Al0.4O7,42
1209,Y0.9Ca0.1Ba2Cu3O6.4,41.8
1210,Ca0.923Nd0.077Fe2As2,41.8
1211,Y1Ba2Cu3.92Mn0.08O8,41.6
1212,Y0.8Pr0.2Ba2Cu3O6.75,41.5
1213,Sr0.9Pr0.1Cu1O2,41.5
1214,La1Ba1Sr1Cu3O7.01,41.5
1215,Sr0.9La0.1Cu1O2,41.45
1216,B2Mg0.988Sc0.012,41.4
1217,Bi1.7Pb0.3Sr2Ca0.5Y0.5Cu2O8,41.3
1218,Bi1.7Pb0.3Sr2Ca0.55Y0.45Cu1.94Zn0.06O8,41.3
1219,Nd0.85Pr0.15Ba2Cu3O6.85,41.3
1220,Y1Ba2Cu2.85Ni0.15O6.78,41.3
1221,Ca0.835La0.165Fe2As2,41.2
1222,Dy0.6Pr0.4Ba2Cu3O6.9,41.2
1223,Y1Ba2Cu2.94Zn0.06O6.76,41.1
1224,Ce1Fe1As1H0.065O0.935,41.1
1225,Sm1Fe0.95Ru0.05As1F0.15O0.85,41
1226,Yb0.55Pr0.45Ba1.7Sr0.3Cu3O6.88,41
1227,Eu0.7Pr0.3Ba2Cu3O6.66,41
1228,Y1Ba2Cu2.97Zn0.03O6.68,41
1229,Gd1Ba2Cu2.82Fe0.18O6.91,41
1230,Ba1.6Sr0.4Yb0.7Ca0.3Cu3O6,41
1231,Ga0.9Sr2Y0.6Ca0.4Cu2.1O7,41
1232,Bi1.5Ga0.5Sr1.8Ca1.2Cu2O8,41
1233,La1.8K0.2Cu1O4,41
1234,Y1Ba2Cu2.97Li0.03O6.6,41
1235,Y0.7Ca0.3Sr1.5Ba0.5Cu2.8Cr0.2O7,41
1236,Gd1Ba2Cu2.7Fe0.3O6.9,41
1237,Lu0.8Ca0.2Ba2Cu3O6.13,41
1238,Y1Ba1Sr1Cu2.75Sn0.25O7.16,40.9
1239,Y1Ba1Sr1Cu2.75Sn0.25O7.163,40.9
1240,Ce1Fe1As1F0.16O0.84,40.85
1241,Nd0.85Pr0.15Ba2Cu3O7,40.7
1242,Y0.8Ca0.2Ba2Cu3O6.3,40.6
1243,La1Ba2Cu2.95Co0.05O6.94,40.5
1244,Ce1Fe1As1F0.2O0.8,40.4
1245,Ru0.97Ti0.03Sr2Gd1Cu2O8,40.3
1246,La0.5Y0.5Fe1As1F0.15O0.85,40.2
1247,Ce1Fe1As1H0.4O0.6,40.2
1248,Lu0.5Pr0.5Ba2Cu3O6.75,40.1
1249,Nd1Fe0.98Co0.02As1F0.11O0.89,40.1
1250,Y1Ba2Cu2.94Ni0.06O6.6,40.1
1251,La2Cu0.965V0.035O4.045,40
1252,Y0.6Pr0.4Ba2Cu3O6.97,40
1253,Ca0.902Pr0.098Fe2As2,40
1254,La1.98Sr0.02Cu1O4.09,40
1255,La1.85Sr0.15Cu1O4.022,40
1256,Tl1Ba2Ca0.5Nd0.5Cu2O6.86,40
1257,La2Cu0.975V0.025O4.032,40
1258,La1.99Sr0.01Cu1O4.13,40
1259,Bi2Sr2Ca0.5Y0.5Cu2O8.33,40
1260,La1.9Sr0.1Cu1O4.018,40
1261,La0.7Pr0.3Ca1Ba1Cu3O7,40
1262,La2Cu0.985V0.015O4.021,40
1263,Ca0.8La0.2Fe2As2,40
1264,La2Cu0.955V0.045O4.056,40
1265,La1.9Sr0.1Cu1O4.023,40
1266,La1Fe1As1F0.6O0.4,40
1267,Gd1Ba2Cu2.73Fe0.27O6.98,40
1268,La1Ba1.5Ca0.5Cu3O6.79,40
1269,La1.85Sr0.15Cu1O4.03,40
1270,La1.96Sr0.04Cu1O4.05,40
1271,Fe0.5Ba1Sr1Tm1Cu2.5O7.432,40
1272,Y1Ba2Cu2.97Zn0.03O6.67,39.8
1273,Sm0.8Pr0.2Ba2Cu3O6.95,39.65
1274,Y1Ba2Cu3.94Zn0.06O8,39.6
1275,Gd0.7Pr0.3Ba2Cu3O7,39.6
1276,Eu1.3Ba1.7Cu3O7.15,39.5
1277,La1.828Sr0.172Cu1O4,39.35
1278,La0.5Y0.5Fe1As1O0.6,39.3
1279,La1.847Sr0.153Cu1O4,39.25
1280,Y1Ba2Cu2.85Zn0.15O6.95,39.2
1281,Gd1Ba1.75Pr0.25Cu3O7.06,39.2
1282,Dy1Ba2Cu2.7Ga0.3O6.77,39
1283,La1.85Sr0.15Cu1O4.05,39
1284,Mg0.98Sc0.02B2,39
1285,Y1Ba2Cu2.85Zn0.15O6.97,39
1286,Sr0.85Pr0.15Cu1O2,39
1287,Ba0.63K0.37Fe2As2,39
1288,Ru1Sr1.6Ba0.4Gd1Cu2O8,39
1289,La1.97Sr0.03Cu1O4.06,39
1290,Mg0.7Be0.3B2,39
1291,Eu0.7Pr0.3Ba2Cu3O6.95,38.8
1292,Bi1.8Pb0.2Sr2Ca1Cu1.88Co0.12O8,38.8
1293,La0.6Y0.4Fe1As1O0.6,38.8
1294,Nd1Fe0.9Ru0.1As1F0.11O0.89,38.7
1295,Y1Ba2Cu2.97Zn0.03O6.59,38.7
1296,Yb0.5Pr0.5Ba2Cu3O6.67,38.7
1297,Mg0.9Cu0.1B2,38.6
1298,Mg0.99Ti0.01B2,38.6
1299,Sr0.75Y0.25Cu1O2,38.6
1300,Sr0.95Y0.05Cu1O2,38.6
1301,Sr0.8Y0.2Cu1O2,38.6
1302,Mg0.8Cu0.2B2,38.6
1303,Mg1B1.9906C0.0094,38.5
1304,Mg0.95Ti0.05B2,38.5
1305,Sm1Ba2Cu3O6.75,38.4
1306,Mg0.9Zn0.1B2,38.4
1307,Mg0.8Zn0.2B2,38.4
1308,Mg1B1.92C0.08,38.3
1309,Mg0.95Zn0.05B2,38.3
1310,Mg0.9Ti0.1B2,38.3
1311,Mg0.95Li0.05B2,38.25
1312,La1.86Sr0.14Cu0.99Li0.01O4,38.25
1313,Mg0.996Cu0.004B2,38.11
1314,Mg0.989Cu0.011B2,38.05
1315,Mg0.97Na0.03B2,38
1316,Nd1Ba2Cu2.9Ga0.1O6.61,38
1317,Y0.6Pr0.4Ba2Cu3O6.65,38
1318,Mg0.8Na0.2B2,38
1319,Y1Ba2Cu2.961Zn0.039O6.7,38
1320,Nd1.4Ba1.6Cu3O7.09,38
1321,Mg0.92Li0.08B2,38
1322,Ga1Sr2Y0.6Ca0.4Cu2O7,38
1323,Nd1Fe0.99Mn0.01As1F0.11O0.89,38
1324,Mg0.85Na0.15B2,38
1325,Ru0.98Ir0.02Sr2Gd1Cu2O8,38
1326,Ba0.663K0.337Fe2As2,38
1327,Mg0.93Na0.07B2,38
1328,La0.62Dy0.38Fe1As1F0.175O0.825,38
1329,Sr0.9La0.1Cu0.97Zn0.03O2,38
1330,Ba0.65K0.35Fe2As2,38
1331,La1Fe1As1H0.3O0.7,38
1332,La0.3Y0.7Fe1As1F0.15O0.85,38
1333,Mg0.99Al0.01B2,37.95
1334,Y1Ba1.78La0.22Cu4O8,37.9
1335,Y0.4Pr0.6Ba2Cu4O8,37.875
1336,Mg0.982Cu0.018B2,37.8
1337,Mg0.93Li0.07B2,37.8
1338,Ru0.925Sn0.075Sr2Gd1Cu2O8,37.8
1339,Mg0.8Ti0.2B2,37.8
1340,Eu0.6Pr0.4Ba2Cu3O7,37.8
1341,Mg0.997Fe0.003B2,37.8
1342,Mg0.95Cu0.05B2,37.75
1343,Ba0.68K0.32Fe2As2,37.75
1344,Mg1B1.958C0.042,37.7
1345,Mg0.95Zr0.05B2,37.7
1346,Sr0.5K0.5Fe2As2,37.7
1347,Mg0.4Ti0.6B2,37.6
1348,Mg0.97Cu0.03B2,37.58
1349,Mg1B1.98C0.02,37.53333333
1350,Sr0.86Nd0.14Cu1O2,37.5
1351,Mg0.6Ti0.4B2,37.5
1352,Y1Ba2Cu2.94Ni0.06O6.56,37.5
1353,Tl1Sr1.9Cr0.1Cu1O5,37.5
1354,Mg0.98Co0.02B2,37.4
1355,Y1Ba2Cu2.95Fe0.05O6.64,37.4
1356,Y1Ba2Cu2.9Fe0.1O6.75,37.4
1357,Mg0.8Zr0.2B2,37.3
1358,Mg0.97Al0.03B2,37.3
1359,Mg0.9Zr0.1B2,37.3
1360,Sm1Fe0.99Mn0.01As1F0.12O0.88,37.2
1361,Ba0.5K0.5Fe1.9Ru0.1As2,37.14
1362,Mg0.99Co0.01B2,37.1
1363,Mg1B1.968C0.032,37
1364,Mg0.94Al0.06B2,37
1365,Y0.8Pr0.2Ba2Cu3O6.6,37
1366,La1.85Sr0.15Cu1O3.998,37
1367,Hg1.4Tl0.6Ba2Y0.9Ca0.1Cu2O7.88,37
1368,La1.75Sr0.25Cu1O4.07,37
1369,Y1Ba2Cu2.94Zn0.06O6.75,37
1370,Ba0.677K0.323Fe2As2,37
1371,Mg1B1.938C0.062,37
1372,La1.67Sr0.33Cu1O4,37
1373,Mg0.9Li0.1B2,36.91666667
1374,Ba0.7Rb0.3Fe2As2,36.9
1375,Sr0.875La0.125Cu1O2,36.9
1376,Ba0.59K0.41Fe2As2,36.9
1377,Ru0.975Sn0.025Sr2Gd1Cu2O8,36.9
1378,La1.836Sr0.164Cu1O4,36.9
1379,Ba0.7K0.3Fe2As2,36.85
1380,Ba1.2Sr0.8Yb1Cu3O6.61,36.7
1381,Mg0.99Cr0.01B2,36.7
1382,Mg0.98Al0.02B2,36.7
1383,Sr0.85Y0.15Cu1O2,36.6
1384,Sr0.9Y0.1Cu1O2,36.6
1385,Mg0.85Li0.15B2,36.6
1386,Cs0.4Sr0.6Fe2As2,36.6
1387,Ba0.5K0.5Fe1.8Ru0.2As2,36.5
1388,K0.4Sr0.6Fe2As2,36.5
1389,La1.75Sr0.25Cu0.94Ni0.06O4,36.5
1390,La1.85Sr0.15Cu0.98Li0.02O4,36.5
1391,Mg0.95Al0.05B2,36.46666667
1392,La1.75Sr0.25Cu0.94Co0.06O4,36.4
1393,Sm1Fe1As1F0.06O0.94,36.4
1394,Sm1Fe1As0.9P0.1F0.12O0.88,36.35
1395,Ce1Fe1As1F0.1O0.9,36.33333333
1396,Ru0.99Ti0.01Sr2Gd1Cu2O8,36.3
1397,Sm0.9Pr0.1Ba2Cu3O6.75,36.3
1398,Mg1B1.96C0.04,36.25
1399,La1Fe1As1H0.46O0.54,36.2
1400,Mg0.97Co0.03B2,36.2
1401,La0.7Y0.3Fe1As1F0.15O0.85,36.2
1402,Ca0.78Ce0.22Fe2As2,36.2
1403,Er1Ba2Cu2.76Zn0.24O6.89,36
1404,Sr0.42K0.58Fe2As2,36
1405,Y0.5Pr0.5Ba1Sr1Cu3O6.9,36
1406,La1.822Sr0.178Cu1O4,36
1407,Mg1B1.8Be0.2,36
1408,La1.85Sr0.15Cu1O4.01,36
1409,Y1Ba2Cu2.7Co0.3O7.11,36
1410,Tm0.5Pr0.5Ba2Cu3O6.64,36
1411,La1Fe1As1H0.36O0.64,36
1412,Mg1B1.95C0.05,36
1413,Sm1Fe1As0.77P0.23H0.2O0.8,36
1414,Y1Ba2Cu2.7Fe0.3O7.15,36
1415,Mg0.99Pb0.01B2,35.9
1416,Nd0.9Pr0.1Ba2Cu3O6.75,35.9
1417,La1.8Nd0.2Cu1O4.086,35.9
1418,Nd1.35Ba1.65Cu3O7.02,35.9
1419,Ba0.65Rb0.35Fe2As2,35.8
1420,Mg0.93Al0.07B2,35.8
1421,Y0.85Pr0.15Ba2Cu3O6.5,35.8
1422,Bi1.8Pb0.2Sr2Ca1Cu1.84Co0.16O8,35.8
1423,Mg1B1.924C0.076,35.78
1424,Ba0.6K0.4Fe2As2,35.66
1425,La1.8Nd0.2Cu0.99Zn0.01O4.086,35.6
1426,Mg0.994Fe0.006B2,35.6
1427,La0.7Y0.3Fe1As1O0.6,35.6
1428,Mg0.94Li0.06B1.96C0.04,35.6
1429,Mg0.98Pb0.02B2,35.5
1430,Y0.85Ca0.15Sr1.5Ba0.5Cu2.5B0.5O7,35.5
1431,Mg1B1.904C0.096,35.5
1432,La1.868Sr0.132Cu1O4,35.5
1433,Mg0.89Li0.11B2,35.3
1434,Hg1.4Tl0.6Ba2Y0.2Ca0.8Cu2O7.66,35.3
1435,Mg0.98Cr0.02B2,35.3
1436,La1.8Nd0.2Cu1O4.07,35.3
1437,Ba0.5K0.5Fe2As2,35.28
1438,Mg0.86Al0.14B2,35.1
1439,Mg0.97Cr0.03B2,35.1
1440,Nd1Ba1Ca1Cu3O7,35
1441,Y1Sr1.2Ba0.8Cu2.5B0.5O7,35
1442,Mg0.94Pb0.06B2,35
1443,Ga1Sr2Y0.5Ca0.5Cu2O7,35
1444,Tl1Sr2Ca0.4Y0.6Cu2O7,35
1445,Y0.6Pr0.4Ba2Cu3O6.965,35
1446,Mg1B1.896C0.104,35
1447,La1.834Sr0.166Cu1O4,35
1448,Y1Ba2Cu2.94Zn0.06O6.73,35
1449,Y1Ba2Cu2.95Zn0.05O6.72,35
1450,Er1Ba2Cu3O6.15,35
1451,Y0.7Ca0.3Ba2Cu3O6.12,35
1452,Lu0.55Pr0.45Ba1.7Sr0.3Cu3O6.92,35
1453,Nd0.9Pr0.1Ba1Ca1Cu3O7,35
1454,Y1Sr0.4Ba1.6Cu2.5B0.5O7,35
1455,Sr0.83Nd0.17Cu1O2,35
1456,Ba0.68K0.32Fe1.954Co0.046As2,35
1457,Nd1Fe1As1F0.08O0.92,35
1458,Hg0.85Re0.15Ba2Cu1O4.58,34.85
1459,Y0.75Ca0.25Ba2Cu3O6.008,34.85
1460,La1.85Sr0.15Cu0.9975Zn0.0025O4,34.8
1461,La0.7Y0.3Fe1As1F0.1O0.9,34.8
1462,La1.78Sr0.22Cu1O3.945,34.8
1463,Tb1Fe1As1O0.75,34.8
1464,Yb0.5Pr0.5Ba2Cu3O6.9,34.8
1465,La1.85Sr0.15Cu0.9975Co0.0025O4,34.8
1466,La1.8Nd0.2Cu1O4.071,34.8
